1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,-0.0052,0.0039
,0.0350,0.0017,0.1284,0.0033
,0.0410,0.0034,0.2566,0.0030
,0.0460,0.0054,0.3872,0.0028
,0.0510,0.0080,0.5230,0.0027
,0.0560,0.0113,0.6658,0.0027
,0.0600,0.0142,0.8054,0.0029
,0.0640,0.0174,0.9601,0.0031
,0.0680,0.0208,1.1102,0.0035
,0.0720,0.0244,1.2586,0.0039
,0.0760,0.0280,1.4096,0.0045
,0.0800,0.0317,1.5485,0.0051
,0.0840,0.0353,1.6967,0.0058
,0.0880,0.0390,1.8563,0.0066
,0.0920,0.0428,2.0232,0.0075
,0.0960,0.0465,2.1899,0.0086
,0.0990,0.0492,2.3215,0.0094
,0.1020,0.0520,2.4560,0.0103
,0.1050,0.0548,2.5833,0.0113
,0.1090,0.0586,2.7491,0.0139
,0.1130,0.0624,2.9145,0.0183
,0.1160,0.0653,3.0403,0.0229
,0.1190,0.0682,3.1667,0.0283
,0.1220,0.0711,3.3020,0.0338
,0.1250,0.0741,3.4430,0.0383
,0.1280,0.0771,3.5874,0.0426
,0.1310,0.0801,3.7299,0.0473
,0.1340,0.0832,3.8730,0.0525
,0.1370,0.0863,4.0158,0.0579
,0.1400,0.0894,4.1558,0.0634
,0.1430,0.0926,4.2919,0.0690
,0.1460,0.0957,4.4258,0.0752
,0.1490,0.0989,4.5616,0.0818
,0.1520,0.1021,4.6994,0.0887
,0.1550,0.1053,4.8333,0.0954
,0.1580,0.1085,4.9709,0.1018
,0.1610,0.1117,5.1043,0.1076
,0.1640,0.1150,5.2376,0.1133
,0.1680,0.1192,5.4009,0.1204
,0.1720,0.1235,5.5512,0.1266
,0.1760,0.1277,5.7050,0.1321
,0.1800,0.1320,5.8465,0.1371
,0.1840,0.1362,5.9996,0.1418
,0.1870,0.1393,6.1301,0.1451
,0.1900,0.1424,6.2682,0.1483
,0.1930,0.1456,6.4117,0.1514
,0.1960,0.1487,6.5593,0.1545
,0.1990,0.1517,6.7138,0.1576
,0.2020,0.1548,6.8668,0.1607
,0.2050,0.1579,7.0156,0.1638
,0.2080,0.1610,7.1523,0.1670
,0.2110,0.1640,7.2849,0.1703
,0.2140,0.1670,7.4129,0.1736
