1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,-0.0327,0.0001
,0.0210,0.0001,0.0970,0.0006
,0.0360,0.0018,0.2262,0.0003
,0.0470,0.0053,0.3575,-0.0001
,0.0540,0.0091,0.4976,-0.0001
,0.0600,0.0133,0.6461,0.0000
,0.0650,0.0172,0.7757,0.0002
,0.0700,0.0215,0.9256,0.0006
,0.0740,0.0250,1.0641,0.0011
,0.0780,0.0287,1.2038,0.0017
,0.0820,0.0323,1.3489,0.0023
,0.0860,0.0360,1.4907,0.0030
,0.0900,0.0396,1.6353,0.0038
,0.0940,0.0433,1.7775,0.0047
,0.0980,0.0469,1.9360,0.0057
,0.1010,0.0497,2.0659,0.0065
,0.1040,0.0524,2.2028,0.0073
,0.1070,0.0552,2.3364,0.0081
,0.1100,0.0579,2.4712,0.0091
,0.1130,0.0607,2.6096,0.0100
,0.1160,0.0635,2.7444,0.0108
,0.1190,0.0664,2.8780,0.0116
,0.1220,0.0693,3.0125,0.0125
,0.1250,0.0722,3.1476,0.0135
,0.1280,0.0751,3.2876,0.0145
,0.1310,0.0781,3.4279,0.0156
,0.1340,0.0811,3.5637,0.0166
,0.1370,0.0842,3.6981,0.0182
,0.1400,0.0873,3.8273,0.0210
,0.1430,0.0904,3.9569,0.0250
,0.1460,0.0935,4.0934,0.0301
,0.1490,0.0967,4.2350,0.0359
,0.1520,0.0999,4.3815,0.0417
,0.1550,0.1031,4.5250,0.0475
,0.1580,0.1064,4.6569,0.0536
,0.1610,0.1096,4.7886,0.0601
,0.1640,0.1129,4.9226,0.0671
,0.1670,0.1161,5.0541,0.0738
,0.1710,0.1205,5.2158,0.0826
,0.1750,0.1248,5.3648,0.0916
,0.1790,0.1291,5.5021,0.1000
,0.1830,0.1334,5.6436,0.1081
,0.1870,0.1377,5.7935,0.1164
,0.1900,0.1409,5.9189,0.1228
,0.1930,0.1441,6.0487,0.1289
,0.1970,0.1483,6.2142,0.1355
,0.2000,0.1514,6.3443,0.1390
,0.2030,0.1546,6.4787,0.1414
,0.2070,0.1587,6.6439,0.1437
,0.2110,0.1628,6.8087,0.1453
,0.2150,0.1669,6.9662,0.1461
,0.2190,0.1710,7.1227,0.1464
,0.2230,0.1751,7.2746,0.1467
,0.2270,0.1791,7.4283,0.1471
,0.2310,0.1831,7.5830,0.1478
