1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,-0.0406,-0.0008
,0.0580,0.0006,0.0890,-0.0022
,0.1500,0.0063,0.2146,-0.0007
,0.1860,0.0110,0.3467,0.0012
,0.1990,0.0128,0.4728,0.0018
,0.2170,0.0151,0.5994,0.0023
,0.2630,0.0199,0.7252,0.0047
,0.3010,0.0238,0.8502,0.0073
,0.3190,0.0257,0.9852,0.0098
,0.3300,0.0268,1.1111,0.0112
,0.3940,0.0332,1.2406,0.0184
,0.4110,0.0349,1.3676,0.0201
,0.4750,0.0412,1.4982,0.0266
,0.5030,0.0440,1.6243,0.0285
,0.5210,0.0459,1.7593,0.0298
,0.5660,0.0504,1.8854,0.0329
,0.5950,0.0532,2.0126,0.0339
,0.6410,0.0579,2.1408,0.0357
,0.6910,0.0628,2.2698,0.0379
,0.7190,0.0656,2.3985,0.0407
,0.7780,0.0717,2.5354,0.0443
,0.7860,0.0725,2.6650,0.0449
,0.8440,0.0782,2.7941,0.0489
,0.8880,0.0827,2.9196,0.0537
,0.9070,0.0846,3.0455,0.0555
,0.9650,0.0903,3.1731,0.0561
,0.9970,0.0936,3.2985,0.0564
,1.0350,0.0973,3.4289,0.0577
,1.0700,0.1007,3.5562,0.0600
,1.0920,0.1029,3.6909,0.0616
,1.1080,0.1046,3.8162,0.0618
,1.1910,0.1128,3.9464,0.0638
,1.2160,0.1154,4.0829,0.0647
,1.2460,0.1184,4.2105,0.0657
,1.2920,0.1229,4.3407,0.0677
,1.3170,0.1254,4.4678,0.0677
,1.3850,0.1323,4.6020,0.0691
,1.3950,0.1333,4.7270,0.0694
,1.4070,0.1345,4.8557,0.0702
,1.4910,0.1430,4.9845,0.0744
,1.5120,0.1450,5.1138,0.0748
,1.5840,0.1523,5.2443,0.0800
,1.5970,0.1536,5.3706,0.0807
,1.6170,0.1555,5.5028,0.0814
,1.6930,0.1631,5.6315,0.0878
,1.7100,0.1648,5.7611,0.0895
,1.7240,0.1662,5.8954,0.0910
,1.8330,0.1771,6.0288,0.0993
,1.8460,0.1783,6.1572,0.1002
,1.8920,0.1829,6.2843,0.1037
,1.9080,0.1846,6.4119,0.1048
,1.9330,0.1872,6.5407,0.1056
,2.0240,0.1963,6.6700,0.1123
,2.0640,0.2002,6.7973,0.1163
,2.1020,0.2040,6.9256,0.1187
,2.1450,0.2084,7.0517,0.1223
,2.1610,0.2100,7.1831,0.1247
,2.1740,0.2113,7.3101,0.1270
,2.2530,0.2192,7.4374,0.1389
,2.2750,0.2214,7.5637,0.1422
,2.3150,0.2252,7.6903,0.1467
,2.3400,0.2277,7.8192,0.1497
,2.3880,0.2326,7.9463,0.1535
,2.4310,0.2368,8.0744,0.1620
,2.4430,0.2380,8.1999,0.1640
,2.5120,0.2450,8.3268,0.1709
,2.5400,0.2477,8.4553,0.1742
,2.5690,0.2507,8.5806,0.1776
,2.6420,0.2580,8.7073,0.1856
,2.6700,0.2607,8.8390,0.1912
,2.6930,0.2631,8.9650,0.1950
,2.7670,0.2705,9.0983,0.2048
,2.7770,0.2715,9.2344,0.2061
,2.8050,0.2743,9.3610,0.2081
,2.8890,0.2826,9.4874,0.2176
,2.9280,0.2866,9.6187,0.2208
,2.9560,0.2895,9.7453,0.2242
,3.0030,0.2940,9.8738,0.2293
,3.0210,0.2958,9.9990,0.2316
,3.0940,0.3032,10.1285,0.2413
,3.1190,0.3056,10.2563,0.2423
,3.1330,0.3070,10.3865,0.2440
,3.2090,0.3147,10.5121,0.2538
,3.2340,0.3172,10.6376,0.2572
,3.2670,0.3205,10.7678,0.2631
,3.3110,0.3250,10.8979,0.2680
,3.3320,0.3270,11.0244,0.2706
,3.3960,0.3335,11.1519,0.2774
,3.4470,0.3385,11.2794,0.2820
,3.4690,0.3406,11.4083,0.2832
,3.4840,0.3420,11.5349,0.2845
,3.5380,0.3477,11.6617,0.2893
,3.6170,0.3554,11.7913,0.2949
,3.6670,0.3605,11.9238,0.2994
,3.6940,0.3631,12.0494,0.3021
,3.7240,0.3661,12.1746,0.3061
,3.7460,0.3684,12.3007,0.3082
,3.8220,0.3760,12.4301,0.3129
