1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,0.0733,0.0001
,0.0050,0.0000,0.0827,0.0000
,0.0100,0.0000,0.1213,-0.0001
,0.0150,0.0003,0.2133,-0.0001
,0.0200,0.0010,0.3191,-0.0001
,0.0250,0.0025,0.4346,-0.0001
,0.0300,0.0051,0.5972,-0.0001
,0.0330,0.0073,0.7270,-0.0001
,0.0360,0.0101,0.8742,0.0000
,0.0390,0.0135,1.0411,0.0002
,0.0420,0.0175,1.2298,0.0004
,0.0440,0.0206,1.3676,0.0006
,0.0460,0.0240,1.5157,0.0009
,0.0480,0.0277,1.6764,0.0011
,0.0500,0.0318,1.8486,0.0014
,0.0520,0.0362,2.0311,0.0018
,0.0540,0.0410,2.2287,0.0022
,0.0560,0.0461,2.4400,0.0027
,0.0580,0.0515,2.6615,0.0032
,0.0600,0.0573,2.8916,0.0039
,0.0620,0.0635,3.1346,0.0053
,0.0630,0.0667,3.2633,0.0063
,0.0640,0.0700,3.3968,0.0076
,0.0650,0.0734,3.5344,0.0092
,0.0660,0.0769,3.6747,0.0111
,0.0670,0.0805,3.8171,0.0134
,0.0680,0.0842,3.9617,0.0159
,0.0690,0.0879,4.1086,0.0189
,0.0700,0.0918,4.2581,0.0222
,0.0710,0.0957,4.4104,0.0258
,0.0720,0.0998,4.5655,0.0297
,0.0730,0.1039,4.7238,0.0339
,0.0740,0.1081,4.8860,0.0383
,0.0750,0.1124,5.0527,0.0431
,0.0760,0.1168,5.2238,0.0481
,0.0770,0.1212,5.3984,0.0533
,0.0780,0.1258,5.5758,0.0588
,0.0790,0.1305,5.7561,0.0646
,0.0800,0.1352,5.9402,0.0706
,0.0810,0.1400,6.1279,0.0769
,0.0820,0.1449,6.3186,0.0833
,0.0830,0.1500,6.5114,0.0899
,0.0840,0.1550,6.7063,0.0966
,0.0850,0.1602,6.9038,0.1035
,0.0860,0.1655,7.1044,0.1105
,0.0870,0.1709,7.3079,0.1175
,0.0880,0.1763,7.5139,0.1247
,0.0890,0.1818,7.7225,0.1319
,0.0900,0.1874,7.9346,0.1393
,0.0910,0.1931,8.1513,0.1466
,0.0920,0.1989,8.3729,0.1541
,0.0930,0.2048,8.5987,0.1616
,0.0940,0.2108,8.8281,0.1691
,0.0950,0.2168,9.0610,0.1768
,0.0960,0.2229,9.2976,0.1844
,0.0970,0.2292,9.5372,0.1922
,0.0980,0.2355,9.7792,0.1999
,0.0990,0.2418,10.0229,0.2077
,0.1000,0.2483,10.2685,0.2155
,0.1010,0.2549,10.5165,0.2233
,0.1020,0.2615,10.7676,0.2311
,0.1030,0.2682,11.0222,0.2390
,0.1040,0.2750,11.2801,0.2470
,0.1050,0.2819,11.5409,0.2551
,0.1060,0.2889,11.8049,0.2632
,0.1070,0.2959,12.0723,0.2715
,0.1080,0.3030,12.3431,0.2799
,0.1090,0.3103,12.6167,0.2884
,0.1100,0.3175,12.8928,0.2970
,0.1110,0.3249,13.1714,0.3056
,0.1120,0.3324,13.4531,0.3144
,0.1130,0.3399,13.7382,0.3233
,0.1140,0.3475,14.0264,0.3322
,0.1150,0.3552,14.3170,0.3413
,0.1160,0.3630,14.6096,0.3505
,0.1170,0.3709,14.9046,0.3597
,0.1180,0.3788,15.2026,0.3690
,0.1190,0.3869,15.5032,0.3784
,0.1200,0.3950,15.8064,0.3877
,0.1210,0.4031,16.1123,0.3971
,0.1220,0.4114,16.4216,0.4065
,0.1230,0.4197,16.7346,0.4159
,0.1240,0.4282,17.0512,0.4253
,0.1250,0.4366,17.3711,0.4347
,0.1260,0.4452,17.6943,0.4441
,0.1270,0.4539,18.0207,0.4535
,0.1280,0.4626,18.3502,0.4628
,0.1290,0.4714,18.6824,0.4721
,0.1300,0.4803,19.0171,0.4813
,0.1310,0.4892,19.3537,0.4904
,0.1320,0.4983,19.6912,0.4996
,0.1330,0.5074,20.0285,0.5087
,0.1340,0.5165,20.3648,0.5178
,0.1350,0.5258,20.6998,0.5268
,0.1360,0.5351,21.0333,0.5359
,0.1370,0.5445,21.3656,0.5450
,0.1380,0.5539,21.6974,0.5542
,0.1390,0.5634,22.0299,0.5634
,0.1400,0.5729,22.3633,0.5727
,0.1410,0.5825,22.6969,0.5821
,0.1420,0.5921,23.0301,0.5915
,0.1430,0.6018,23.3623,0.6009
,0.1440,0.6116,23.6942,0.6104
,0.1450,0.6213,24.0265,0.6199
,0.1460,0.6311,24.3597,0.6294
,0.1470,0.6410,24.6942,0.6389
,0.1480,0.6508,25.0298,0.6485
,0.1490,0.6607,25.3669,0.6579
,0.1500,0.6706,25.7054,0.6674
,0.1510,0.6806,26.0446,0.6769
,0.1520,0.6905,26.3838,0.6865
,0.1530,0.7005,26.7227,0.6960
,0.1540,0.7105,27.0620,0.7056
,0.1550,0.7204,27.4019,0.7153
,0.1560,0.7304,27.7424,0.7250
,0.1570,0.7404,28.0828,0.7347
,0.1580,0.7504,28.4227,0.7444
,0.1590,0.7604,28.7617,0.7541
,0.1600,0.7704,29.0998,0.7638
,0.1610,0.7804,29.4371,0.7735
,0.1620,0.7904,29.7733,0.7832
,0.1630,0.8004,30.1080,0.7929
,0.1640,0.8104,30.4412,0.8026
,0.1650,0.8204,30.7736,0.8124
,0.1660,0.8304,31.1061,0.8223
,0.1670,0.8404,31.4391,0.8322
,0.1680,0.8503,31.7717,0.8421
,0.1690,0.8603,32.1031,0.8522
,0.1700,0.8702,32.4331,0.8623
,0.1710,0.8801,32.7626,0.8724
,0.1720,0.8901,33.0923,0.8826
,0.1730,0.9000,33.4222,0.8928
,0.1740,0.9099,33.7517,0.9030
,0.1750,0.9198,34.0810,0.9133
,0.1760,0.9297,34.4102,0.9235
,0.1770,0.9396,34.7399,0.9338
,0.1780,0.9494,35.0698,0.9440
,0.1790,0.9593,35.3997,0.9543
,0.1800,0.9691,35.7297,0.9645
,0.1810,0.9790,36.0600,0.9747
,0.1820,0.9888,36.3905,0.9848
,0.1830,0.9987,36.7209,0.9950
,0.1840,1.0085,37.0511,1.0050
,0.1850,1.0183,37.3804,1.0150
,0.1860,1.0281,37.7084,1.0248
,0.1870,1.0379,38.0348,1.0345
,0.1880,1.0477,38.3598,1.0442
,0.1890,1.0576,38.6838,1.0537
,0.1900,1.0674,39.0068,1.0632
,0.1910,1.0772,39.3291,1.0726
,0.1920,1.0870,39.6508,1.0820
,0.1930,1.0968,39.9721,1.0914
,0.1940,1.1066,40.2930,1.1008
,0.1950,1.1164,40.6127,1.1103
,0.1960,1.1262,40.9307,1.1198
,0.1970,1.1360,41.2472,1.1293
,0.1980,1.1459,41.5628,1.1387
,0.1990,1.1557,41.8776,1.1482
,0.2000,1.1655,42.1912,1.1576
,0.2010,1.1753,42.5032,1.1670
,0.2020,1.1852,42.8137,1.1764
,0.2030,1.1950,43.1230,1.1858
,0.2040,1.2049,43.4315,1.1952
,0.2050,1.2147,43.7396,1.2046
,0.2060,1.2246,44.0475,1.2141
,0.2070,1.2345,44.3561,1.2237
,0.2080,1.2444,44.6653,1.2333
,0.2090,1.2543,44.9749,1.2430
,0.2100,1.2642,45.2842,1.2528
,0.2110,1.2741,45.5930,1.2626
,0.2120,1.2840,45.9009,1.2724
,0.2130,1.2939,46.2084,1.2822
,0.2140,1.3038,46.5160,1.2919
,0.2150,1.3138,46.8242,1.3015
,0.2160,1.3237,47.1327,1.3110
,0.2170,1.3337,47.4406,1.3205
,0.2180,1.3437,47.7478,1.3299
,0.2190,1.3537,48.0548,1.3393
,0.2200,1.3637,48.3623,1.3486
,0.2210,1.3737,48.6702,1.3579
,0.2220,1.3837,48.9779,1.3671
,0.2230,1.3937,49.2843,1.3762
,0.2240,1.4037,49.5892,1.3853
,0.2250,1.4137,49.8932,1.3943
,0.2260,1.4238,50.1974,1.4033
,0.2270,1.4338,50.5015,1.4123
,0.2280,1.4439,50.8052,1.4213
,0.2290,1.4540,51.1082,1.4304
,0.2300,1.4641,51.4107,1.4394
,0.2310,1.4741,51.7129,1.4486
,0.2320,1.4842,52.0145,1.4578
,0.2330,1.4943,52.3155,1.4671
,0.2340,1.5044,52.6162,1.4765
,0.2350,1.5145,52.9168,1.4859
,0.2360,1.5247,53.2172,1.4954
,0.2370,1.5348,53.5171,1.5050
,0.2380,1.5449,53.8157,1.5147
,0.2390,1.5550,54.1127,1.5246
,0.2400,1.5652,54.4082,1.5345
,0.2410,1.5753,54.7029,1.5445
,0.2420,1.5855,54.9969,1.5545
,0.2430,1.5956,55.2900,1.5646
,0.2440,1.6058,55.5816,1.5746
,0.2450,1.6159,55.8718,1.5847
,0.2460,1.6261,56.1617,1.5948
,0.2470,1.6362,56.4520,1.6049
,0.2480,1.6464,56.7432,1.6150
,0.2490,1.6566,57.0351,1.6250
,0.2500,1.6667,57.3275,1.6351
,0.2510,1.6769,57.6200,1.6451
,0.2520,1.6870,57.9123,1.6551
,0.2530,1.6972,58.2041,1.6650
,0.2540,1.7074,58.4944,1.6749
,0.2550,1.7176,58.7825,1.6849
,0.2560,1.7277,59.0690,1.6947
,0.2570,1.7379,59.3549,1.7046
,0.2580,1.7481,59.6405,1.7144
,0.2590,1.7582,59.9253,1.7242
,0.2600,1.7684,60.2077,1.7340
,0.2610,1.7786,60.4863,1.7438
,0.2620,1.7887,60.7611,1.7536
,0.2630,1.7989,61.0327,1.7633
,0.2640,1.8090,61.3021,1.7730
,0.2650,1.8192,61.5694,1.7828
,0.2660,1.8293,61.8346,1.7925
,0.2670,1.8395,62.0980,1.8022
,0.2680,1.8496,62.3605,1.8119
,0.2690,1.8598,62.6229,1.8216
,0.2700,1.8699,62.8854,1.8313
,0.2710,1.8801,63.1472,1.8410
,0.2720,1.8902,63.4082,1.8507
,0.2730,1.9003,63.6688,1.8603
,0.2740,1.9105,63.9295,1.8699
,0.2750,1.9206,64.1908,1.8795
,0.2760,1.9307,64.4531,1.8891
,0.2770,1.9409,64.7170,1.8986
,0.2780,1.9510,64.9828,1.9081
,0.2790,1.9611,65.2511,1.9176
,0.2800,1.9712,65.5215,1.9271
,0.2810,1.9813,65.7934,1.9366
,0.2820,1.9914,66.0654,1.9460
,0.2830,2.0015,66.3362,1.9554
,0.2840,2.0116,66.6054,1.9648
,0.2850,2.0217,66.8732,1.9742
