1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,0.0000,0.0010,0.0048
,0.0480,0.0003,0.1264,0.0039
,0.1480,0.0058,0.2518,0.0047
,0.1790,0.0096,0.3816,0.0052
,0.2000,0.0125,0.5067,0.0068
,0.2480,0.0183,0.6368,0.0092
,0.2620,0.0198,0.7669,0.0101
,0.2760,0.0213,0.8939,0.0115
,0.3240,0.0260,1.0268,0.0165
,0.3480,0.0283,1.1537,0.0185
,0.3830,0.0319,1.2877,0.0236
,0.3960,0.0333,1.4187,0.0257
,0.4370,0.0373,1.5458,0.0296
,0.4530,0.0388,1.6752,0.0313
,0.5200,0.0456,1.8019,0.0431
,0.5670,0.0502,1.9290,0.0459
,0.5920,0.0528,2.0569,0.0472
,0.6150,0.0552,2.1877,0.0493
,0.6350,0.0572,2.3172,0.0517
,0.6790,0.0615,2.4469,0.0561
,0.7130,0.0650,2.5726,0.0576
,0.7520,0.0689,2.7001,0.0597
,0.7810,0.0717,2.8281,0.0617
,0.8080,0.0744,2.9544,0.0635
,0.8470,0.0785,3.0850,0.0699
,0.8710,0.0808,3.2106,0.0727
,0.9340,0.0870,3.3382,0.0746
,0.9500,0.0887,3.4640,0.0765
,0.9660,0.0903,3.5991,0.0776
,1.0100,0.0946,3.7255,0.0818
,1.0540,0.0990,3.8512,0.0876
,1.0680,0.1005,3.9789,0.0885
,1.1390,0.1074,4.1045,0.0943
,1.1490,0.1084,4.2299,0.0951
,1.1580,0.1094,4.3593,0.0962
,1.1760,0.1112,4.4844,0.0991
,1.2430,0.1179,4.6095,0.1072
,1.2790,0.1216,4.7354,0.1112
,1.3040,0.1242,4.8614,0.1140
,1.3460,0.1282,4.9884,0.1174
,1.4090,0.1346,5.1225,0.1256
,1.4250,0.1362,5.2505,0.1282
,1.4640,0.1401,5.3762,0.1343
,1.4850,0.1421,5.5067,0.1354
,1.5120,0.1448,5.6339,0.1383
,1.5430,0.1480,5.7613,0.1409
,1.6070,0.1543,5.8903,0.1454
,1.6230,0.1559,6.0196,0.1469
,1.6460,0.1583,6.1462,0.1494
,1.7020,0.1637,6.2713,0.1555
,1.7200,0.1655,6.4024,0.1578
,1.8020,0.1738,6.5311,0.1655
,1.8220,0.1758,6.6572,0.1684
,1.8460,0.1782,6.7873,0.1712
,1.8770,0.1814,6.9126,0.1733
,1.9280,0.1864,7.0393,0.1772
,1.9460,0.1882,7.1705,0.1798
,1.9570,0.1893,7.2991,0.1810
,1.9770,0.1914,7.4251,0.1821
,2.0660,0.2002,7.5516,0.1857
,2.0910,0.2028,7.6787,0.1881
,2.1120,0.2050,7.8046,0.1899
,2.1560,0.2092,7.9322,0.1931
,2.2110,0.2147,8.0592,0.1944
,2.2260,0.2163,8.1855,0.1946
,2.2510,0.2187,8.3181,0.1957
,2.3090,0.2245,8.4441,0.2000
,2.3320,0.2269,8.5721,0.2015
,2.3650,0.2301,8.7000,0.2038
,2.4020,0.2337,8.8356,0.2067
,2.4330,0.2369,8.9612,0.2096
,2.4710,0.2408,9.0893,0.2137
,2.4940,0.2430,9.2183,0.2145
,2.5150,0.2451,9.3442,0.2156
,2.5910,0.2529,9.4720,0.2158
,2.6120,0.2549,9.6022,0.2178
,2.6320,0.2569,9.7293,0.2197
,2.6670,0.2604,9.8553,0.2219
,2.7370,0.2673,9.9822,0.2262
,2.7570,0.2692,10.1093,0.2260
,2.7830,0.2719,10.2362,0.2275
,2.8150,0.2752,10.3681,0.2286
,2.8580,0.2794,10.4936,0.2298
,2.8810,0.2817,10.6267,0.2302
,2.9190,0.2856,10.7528,0.2315
,2.9490,0.2885,10.8793,0.2338
,2.9670,0.2903,11.0115,0.2360
,3.0570,0.2994,11.1374,0.2409
,3.0830,0.3019,11.2639,0.2456
,3.1050,0.3041,11.3904,0.2480
,3.1490,0.3086,11.5215,0.2488
,3.1640,0.3101,11.6505,0.2489
,3.2020,0.3138,11.7784,0.2524
,3.2550,0.3193,11.9084,0.2558
,3.2780,0.3216,12.0369,0.2568
,3.3260,0.3262,12.1649,0.2602
,3.3490,0.3285,12.2903,0.2598
,3.3900,0.3327,12.4187,0.2622
,3.4420,0.3378,12.5456,0.2722
,3.4810,0.3418,12.6718,0.2797
,3.4990,0.3436,12.8007,0.2836
,3.5150,0.3451,12.9274,0.2864
,3.5650,0.3500,13.0533,0.2938
,3.5820,0.3518,13.1842,0.2957
,3.6600,0.3596,13.3116,0.2989
,3.6810,0.3618,13.4431,0.3005
,3.7300,0.3668,13.5685,0.3094
,3.7480,0.3685,13.6976,0.3123
,3.7780,0.3714,13.8326,0.3170
,3.7900,0.3726,13.9655,0.3191
,3.8880,0.3824,14.0932,0.3310
,3.9100,0.3846,14.2220,0.3318
,3.9230,0.3859,14.3515,0.3325
,3.9500,0.3887,14.4777,0.3349
,3.9820,0.3918,14.6042,0.3391
,4.0500,0.3986,14.7325,0.3448
,4.1050,0.4041,14.8591,0.3525
,4.1180,0.4053,14.9905,0.3533
,4.1350,0.4070,15.1231,0.3537
,4.1840,0.4121,15.2507,0.3563
,4.2030,0.4139,15.3758,0.3578
,4.2650,0.4201,15.5041,0.3639
,4.3010,0.4239,15.6320,0.3683
,4.3210,0.4258,15.7642,0.3703
,4.3930,0.4330,15.8896,0.3715
,4.4080,0.4346,16.0250,0.3730
,4.4240,0.4361,16.1547,0.3747
,4.4880,0.4425,16.2804,0.3783
,4.5460,0.4483,16.4145,0.3840
,4.5610,0.4497,16.5416,0.3858
,4.5760,0.4512,16.6696,0.3876
,4.6280,0.4564,16.7960,0.3934
,4.6510,0.4588,16.9265,0.3956
,4.7180,0.4654,17.0533,0.4029
,4.7630,0.4700,17.1783,0.4087
,4.7750,0.4711,17.3080,0.4103
,4.8450,0.4782,17.4340,0.4187
,4.8560,0.4793,17.5714,0.4197
,4.8960,0.4833,17.7009,0.4222
,4.9310,0.4867,17.8297,0.4272
,4.9730,0.4911,17.9575,0.4300
,4.9970,0.4935,18.0852,0.4320
,5.0340,0.4971,18.2128,0.4355
,5.0640,0.5001,18.3386,0.4381
,5.1160,0.5053,18.4646,0.4401
,5.1600,0.5096,18.5928,0.4437
,5.1930,0.5129,18.7202,0.4461
,5.2270,0.5164,18.8493,0.4486
,5.2540,0.5190,18.9748,0.4510
,5.3110,0.5247,19.1029,0.4592
,5.3570,0.5293,19.2306,0.4603
,5.4030,0.5339,19.3560,0.4637
,5.4290,0.5366,19.4855,0.4650
,5.4470,0.5384,19.6109,0.4666
,5.4880,0.5424,19.7371,0.4713
,5.5260,0.5462,19.8645,0.4717
,5.5750,0.5512,19.9924,0.4760
,5.6080,0.5544,20.1175,0.4776
,5.6330,0.5569,20.2449,0.4789
,5.6950,0.5632,20.3727,0.4820
,5.7310,0.5667,20.5022,0.4847
,5.7480,0.5684,20.6360,0.4850
,5.7580,0.5694,20.7656,0.4844
