1,Time,Displacement,Force,Strain 1
,(s),(mm),(N),(%)
,0.0000,1.5150,-0.1928,0.0021
,0.0200,1.5151,-0.0611,0.0024
,0.0340,1.5164,0.0749,0.0024
,0.0440,1.5190,0.2156,0.0023
,0.0510,1.5223,0.3567,0.0023
,0.0590,1.5275,0.4871,0.0026
,0.0670,1.5339,0.6241,0.0031
,0.0760,1.5419,0.7593,0.0040
,0.0830,1.5484,0.9088,0.0048
,0.0880,1.5530,1.0518,0.0055
,0.0920,1.5567,1.1857,0.0061
,0.0960,1.5604,1.3209,0.0068
,0.1000,1.5641,1.4738,0.0075
,0.1040,1.5677,1.6303,0.0083
,0.1080,1.5714,1.7784,0.0092
,0.1120,1.5751,1.9036,0.0103
,0.1170,1.5798,2.0443,0.0121
,0.1220,1.5846,2.2014,0.0149
,0.1260,1.5885,2.3450,0.0194
,0.1300,1.5924,2.4859,0.0261
,0.1340,1.5964,2.6170,0.0344
,0.1380,1.6005,2.7557,0.0440
,0.1420,1.6046,2.8907,0.0550
,0.1460,1.6088,3.0217,0.0675
,0.1510,1.6141,3.1744,0.0832
,0.1550,1.6184,3.3052,0.0951
,0.1590,1.6226,3.4377,0.1065
,0.1630,1.6270,3.5800,0.1175
,0.1670,1.6313,3.7231,0.1280
,0.1710,1.6356,3.8515,0.1370
,0.1750,1.6399,3.9865,0.1449
,0.1790,1.6442,4.1242,0.1518
,0.1830,1.6485,4.2576,0.1580
,0.1870,1.6528,4.3842,0.1637
,0.1920,1.6580,4.5290,0.1704
,0.1960,1.6623,4.6605,0.1754
,0.2000,1.6664,4.7941,0.1803
,0.2040,1.6706,4.9271,0.1850
,0.2080,1.6747,5.0551,0.1895
,0.2130,1.6798,5.2047,0.1949
,0.2180,1.6849,5.3485,0.2004
,0.2230,1.6900,5.4765,0.2063
,0.2280,1.6950,5.6219,0.2128
,0.2320,1.6990,5.7554,0.2181
,0.2360,1.7030,5.8993,0.2234
,0.2400,1.7070,6.0342,0.2285
,0.2440,1.7110,6.1663,0.2335
